"ACCOUNT_NUMBER","CARD_NUMBER","ACCOUNT_TYPE","CARD_TYPE","CARD_PROGRAM","CARD_STATUS","DATE_OPENED"
"1750167908               ","417763******1437","checking","Debit","417763","Active","12/10/2024"
"1750312538               ","521372******9252","checking","Debit","521372","Active","10/7/2025"
"1750668657               ","521372******0197","checking","Debit","521372","Active","7/14/2025"
"1751012707               ","521372******2327","checking","Debit","521372","Active","7/23/2025"
"1751100767               ","417763******8713","checking","Debit","417763","Active","6/23/2026"
"1751119866               ","521372******7940","checking","Debit","521372","Active","11/11/2025"
"1751171008               ","521372******4543","checking","Debit","521372","Active","3/23/2025"
"1751248277               ","417763******0736","checking","Debit","417763","Active","8/2/2025"
"1751286889               ","521372******2952","checking","Debit","521372","Active","11/20/2025"
"1752192805               ","521372******6795","checking","Debit","521372","Active","8/25/2021"
"1752627651               ","521372******8434","checking","Debit","521372","Active","4/13/2024"
"1752677136               ","521372******1795","checking","Debit","521372","Active","7/25/2024"
"1752828945               ","521372******4688","checking","Debit","521372","Active","3/21/2024"
"1752835312               ","417763******5192","checking","Debit","417763","Active","7/30/2024"
"1752982288               ","521372******8472","checking","Debit","521372","Active","3/6/2025"
"1753027018               ","521372******4080","checking","Debit","521372","Active","10/16/2024"
"1753462785               ","521372******0213","checking","Debit","521372","Active","8/1/2024"
"1753544566               ","521372******0053","checking","Debit","521372","Active","11/15/2025"
"1753879269               ","521372******4969","checking","Debit","521372","Active","2/16/2024"
"1753934932               ","521372******1342","checking","Debit","521372","Active","3/27/2024"
"1754035465               ","417763******5731","checking","Debit","417763","Active","12/2/2025"
"1754041000               ","521372******9633","checking","Debit","521372","Active","9/22/2019"
"1754401873               ","417763******6242","checking","Debit","417763","Active","5/18/2026"
"1754704136               ","521372******2701","checking","Debit","521372","Active","5/12/2024"
"1754974283               ","417763******4543","checking","Debit","417763","Active","6/9/2026"
"1755009907               ","521372******2276","checking","Debit","521372","Active","3/26/2024"
"1755203351               ","521372******4472","checking","Debit","521372","Active","1/30/2026"
"1755271309               ","521372******3692","checking","Debit","521372","Active","9/13/2025"
"1755580501               ","521372******4462","checking","Debit","521372","Active","3/30/2024"
"1755977095               ","521372******7277","checking","Debit","521372","Active","5/4/2024"
"1756226898               ","417763******3920","checking","Debit","417763","Active","12/1/2024"
"1756493605               ","417763******6815","checking","Debit","417763","Active","12/19/2025"
"1756784995               ","521372******9128","checking","Debit","521372","Active","1/25/2024"
"1756923692               ","521372******4999","checking","Debit","521372","Active","6/28/2025"
"1756969240               ","521372******2685","checking","Debit","521372","Blocked","3/11/2025"
"1757304454               ","521372******3839","checking","Debit","521372","Active","8/8/2023"
"1757667637               ","521372******5867","checking","Debit","521372","Active","12/24/2025"
"1757793318               ","521372******6281","checking","Debit","521372","Active","7/7/2024"
"1757843915               ","521372******9989","checking","Debit","521372","Active","1/28/2026"
"1758018343               ","521372******6183","checking","Debit","521372","Active","2/14/2022"
"1758155509               ","417763******7519","checking","Debit","417763","Active","9/20/2024"
"1758187379               ","417763******3621","checking","Debit","417763","Active","6/14/2026"
"1758356297               ","521372******4742","checking","Debit","521372","Active","11/8/2018"
"1759032566               ","521372******4152","checking","Debit","521372","Active","3/8/2020"
"1759171273               ","521372******9753","checking","Debit","521372","Active","11/16/2025"
"1759292301               ","521372******0417","checking","Debit","521372","Active","10/9/2025"
"1759331984               ","521372******5323","checking","Debit","521372","Active","11/28/2025"
"1759367335               ","521372******6408","checking","Debit","521372","Active","3/17/2025"
"1759658196               ","521372******6478","checking","Debit","521372","Active","10/25/2023"
"1759772815               ","521372******8457","checking","Debit","521372","Active","1/24/2026"
"1760247716               ","521372******2055","checking","Debit","521372","Active","10/26/2025"
"1760334035               ","417763******8184","checking","Debit","417763","Active","1/4/2025"
"1760368728               ","521372******4970","checking","Debit","521372","Active","10/28/2024"
"1760441442               ","521372******9360","checking","Debit","521372","Active","9/3/2025"
"1760621001               ","521372******2455","checking","Debit","521372","Active","1/13/2026"
"1760746535               ","521372******0691","checking","Debit","521372","Active","4/14/2024"
"1760764330               ","521372******9871","checking","Debit","521372","Active","10/5/2021"
"1760872729               ","521372******8586","checking","Debit","521372","Active","1/18/2024"
"1760913234               ","417763******7514","checking","Debit","417763","Active","11/30/2024"
"1761048915               ","521372******8848","checking","Debit","521372","Active","1/30/2026"
"1761295417               ","521372******7231","checking","Debit","521372","Active","1/4/2026"
"1761381944               ","521372******8817","checking","Debit","521372","Active","3/9/2025"
"1761461027               ","521372******7927","checking","Debit","521372","Active","3/11/2025"
"1762287223               ","417763******9556","checking","Debit","417763","Active","2/2/2026"
"1762362984               ","521372******5022","checking","Debit","521372","Active","11/23/2025"
"1762467635               ","521372******3991","checking","Debit","521372","Active","2/12/2020"
"1762604120               ","521372******1964","checking","Debit","521372","Active","3/19/2025"
"1762676664               ","521372******8790","checking","Debit","521372","Active","4/16/2025"
"1762714192               ","521372******0995","checking","Debit","521372","Active","10/23/2024"
"1762904421               ","521372******1482","checking","Debit","521372","Active","4/19/2019"
"1763210448               ","417763******3925","checking","Debit","417763","Active","4/28/2026"
"1763336615               ","521372******3827","checking","Debit","521372","Active","4/2/2025"
"1763435235               ","521372******6344","checking","Debit","521372","Active","3/31/2024"
"1763685573               ","521372******6474","checking","Debit","521372","Active","12/30/2023"
"1763874854               ","417763******5678","checking","Debit","417763","Active","12/12/2025"
"1763983937               ","417763******0685","checking","Debit","417763","Active","3/28/2025"
"1764077556               ","521372******6592","checking","Debit","521372","Active","1/27/2024"
"1764173504               ","521372******3646","checking","Debit","521372","Active","1/12/2024"
"1764273833               ","521372******8633","checking","Debit","521372","Active","3/28/2024"
"1764332407               ","521372******3719","checking","Debit","521372","Active","4/6/2025"
"1764403646               ","521372******4384","checking","Debit","521372","Active","3/19/2025"
"1764494868               ","521372******3768","checking","Debit","521372","Active","5/2/2024"
"1764506786               ","521372******5083","checking","Debit","521372","Active","11/9/2024"
"1765106123               ","521372******1932","checking","Debit","521372","Active","1/11/2024"
"1765252406               ","521372******3925","checking","Debit","521372","Active","7/26/2021"
"1765261829               ","521372******0928","checking","Debit","521372","Active","4/15/2025"
"1765329816               ","417763******5384","checking","Debit","417763","Active","5/31/2025"
"1765662323               ","521372******1330","checking","Debit","521372","Active","1/13/2026"
"1765742810               ","521372******4186","checking","Debit","521372","Active","11/5/2019"
"1765798176               ","521372******0378","checking","Debit","521372","Active","12/3/2025"
"1765902950               ","521372******1959","checking","Debit","521372","Active","5/25/2024"
"1766248726               ","521372******0015","checking","Debit","521372","Active","10/22/2025"
"1766276040               ","521372******0650","checking","Debit","521372","Active","4/28/2025"
"1766417016               ","417763******2062","checking","Debit","417763","Active","5/8/2025"
"1766521593               ","521372******7699","checking","Debit","521372","Active","5/20/2024"
"1766562696               ","521372******5813","checking","Debit","521372","Active","1/2/2024"
"1766700478               ","417763******0332","checking","Debit","417763","Active","6/26/2026"
"1766911661               ","521372******9252","checking","Debit","521372","Active","11/25/2025"
"1766980849               ","521372******0365","checking","Debit","521372","Active","3/30/2026"
"1766994543               ","521372******2185","checking","Debit","521372","Active","6/24/2025"
"1767021841               ","417763******8610","checking","Debit","417763","Active","7/31/2024"
"1767319278               ","417763******7974","checking","Debit","417763","Blocked","7/5/2026"
"1767394099               ","521372******2377","checking","Debit","521372","Active","11/6/2025"
"1767703984               ","521372******8441","checking","Debit","521372","Active","12/30/2025"
"1768134312               ","521372******5735","checking","Debit","521372","Active","5/5/2024"
"1768141358               ","521372******6479","checking","Debit","521372","Active","1/18/2026"
"1768579391               ","521372******0094","checking","Debit","521372","Active","12/11/2025"
"1768846998               ","521372******5751","checking","Debit","521372","Active","7/25/2024"
"1768975425               ","521372******3534","checking","Debit","521372","Active","3/25/2024"
"1769076363               ","521372******0438","checking","Debit","521372","Active","11/11/2025"
"1769203124               ","521372******1683","checking","Debit","521372","Active","3/1/2024"
"1769323112               ","417763******6559","checking","Debit","417763","Active","9/3/2024"
"1769395938               ","417763******7684","checking","Debit","417763","Active","5/16/2025"
"1769527548               ","521372******0843","checking","Debit","521372","Active","5/15/2025"
"1769537992               ","521372******0123","checking","Debit","521372","Active","2/15/2024"
"1769832989               ","521372******5973","checking","Debit","521372","Active","8/30/2025"
"1769882604               ","417763******9854","checking","Debit","417763","Active","4/11/2025"
"1769973627               ","521372******9421","checking","Debit","521372","Active","11/19/2025"
"1770003836               ","417763******3502","checking","Debit","417763","Active","8/18/2024"
"1770172136               ","521372******3127","checking","Debit","521372","Active","7/29/2025"
"1770748539               ","521372******8332","checking","Debit","521372","Active","1/2/2024"
"1770818829               ","521372******2783","checking","Debit","521372","Active","6/20/2022"
"1771000013               ","521372******5707","checking","Debit","521372","Active","8/16/2021"
"1771222807               ","521372******7617","checking","Debit","521372","Active","2/20/2024"
"1771237797               ","521372******9702","checking","Debit","521372","Active","11/29/2025"
"1771334917               ","521372******2770","checking","Debit","521372","Active","11/6/2024"
"1771535240               ","521372******6123","checking","Debit","521372","Active","1/3/2024"
"1771620158               ","417763******6798","checking","Debit","417763","Active","4/19/2025"
"1771699673               ","521372******2925","checking","Debit","521372","Active","1/12/2026"
"1771729322               ","521372******5787","checking","Debit","521372","Active","12/12/2024"
"1772050256               ","521372******3698","checking","Debit","521372","Active","1/6/2026"
"1772119556               ","417763******1194","checking","Debit","417763","Active","9/27/2025"
"1772423693               ","521372******1769","checking","Debit","521372","Active","7/8/2024"
"1772500854               ","521372******5318","checking","Debit","521372","Active","2/2/2026"
"1773398522               ","521372******5891","checking","Debit","521372","Active","1/4/2024"
"1774091381               ","521372******0394","checking","Debit","521372","Active","6/21/2024"
"1774228447               ","521372******6460","checking","Debit","521372","Active","11/10/2024"
"1774276156               ","417763******7298","checking","Debit","417763","Active","1/4/2025"
"1774607871               ","417763******5982","checking","Debit","417763","Active","4/19/2025"
"1774706228               ","521372******9851","checking","Debit","521372","Active","4/20/2024"
"1774890857               ","521372******3372","checking","Debit","521372","Active","1/30/2026"
"1774968505               ","521372******5922","checking","Debit","521372","Active","8/12/2025"
"1775162413               ","521372******3981","checking","Debit","521372","Active","1/29/2020"
"1775322132               ","521372******5208","checking","Debit","521372","Blocked","11/5/2025"
"1775396789               ","521372******0527","checking","Debit","521372","Active","5/3/2024"
"1775564741               ","521372******0630","checking","Debit","521372","Active","4/2/2025"
"1775741562               ","521372******0416","checking","Debit","521372","Active","7/1/2025"
"1775900333               ","521372******5407","checking","Debit","521372","Active","5/1/2025"
"1775904590               ","521372******8205","checking","Debit","521372","Active","3/29/2024"
"1776040675               ","521372******2129","checking","Debit","521372","Active","1/24/2026"
"1776204982               ","521372******9677","checking","Debit","521372","Active","8/12/2025"
"1777088541               ","521372******0007","checking","Debit","521372","Active","9/4/2025"
"1777420850               ","521372******1979","checking","Debit","521372","Active","9/7/2025"
"1777568591               ","417763******6379","checking","Debit","417763","Active","11/7/2025"
"1777726017               ","521372******8433","checking","Debit","521372","Active","4/13/2025"
"1777802743               ","521372******5485","checking","Debit","521372","Active","8/14/2021"
"1777851773               ","521372******6473","checking","Debit","521372","Active","4/6/2025"
"1778300242               ","521372******1056","checking","Debit","521372","Active","12/16/2018"
"1778351088               ","521372******1903","checking","Debit","521372","Active","5/6/2025"
"1779237351               ","521372******2786","checking","Debit","521372","Active","6/29/2024"
"1779510302               ","521372******1882","checking","Debit","521372","Active","7/5/2024"
"1779600384               ","417763******0809","checking","Debit","417763","Active","5/29/2025"
"1779946290               ","521372******8441","checking","Debit","521372","Active","7/26/2021"
"1780189690               ","521372******5312","checking","Debit","521372","Active","5/7/2024"
"1780312599               ","417763******4102","checking","Debit","417763","Active","7/19/2024"
"1780563720               ","521372******1264","checking","Debit","521372","Active","9/21/2025"
"1780899959               ","417763******1769","checking","Debit","417763","Active","10/10/2025"
"1781127160               ","521372******6479","checking","Debit","521372","Active","1/18/2026"
"1781155468               ","521372******3855","checking","Debit","521372","Active","12/23/2025"
"1781180276               ","521372******6467","checking","Debit","521372","Active","11/27/2024"
"1781512619               ","417763******9465","checking","Debit","417763","Active","8/21/2024"
"1781732548               ","521372******7566","checking","Debit","521372","Active","3/9/2025"
"1781899230               ","521372******3314","checking","Debit","521372","Blocked","1/5/2026"
"1781929342               ","417763******5924","checking","Debit","417763","Active","1/13/2025"
"1781952708               ","417763******4945","checking","Debit","417763","Active","9/7/2024"
"1782071862               ","417763******3409","checking","Debit","417763","Active","8/26/2024"
"1782290959               ","521372******6023","checking","Debit","521372","Active","1/18/2026"
"1782459992               ","521372******0100","checking","Debit","521372","Active","9/17/2025"
"1782603193               ","521372******1606","checking","Debit","521372","Active","11/27/2025"
"1783041765               ","521372******0969","checking","Debit","521372","Active","4/20/2024"
"1783342130               ","521372******8766","checking","Debit","521372","Active","1/9/2026"
"1783515636               ","521372******8943","checking","Debit","521372","Active","7/7/2024"
"1783549080               ","521372******6063","checking","Debit","521372","Active","8/7/2024"
"1783669094               ","521372******5959","checking","Debit","521372","Active","11/15/2024"
"1783676388               ","521372******3560","checking","Debit","521372","Active","2/13/2019"
"1783865114               ","521372******1483","checking","Debit","521372","Active","4/11/2024"
"1784355669               ","521372******1078","checking","Debit","521372","Active","12/23/2025"
"1784374116               ","417763******9201","checking","Debit","417763","Active","3/13/2025"
"1784550939               ","521372******6404","checking","Debit","521372","Active","1/22/2026"
"1784696054               ","521372******8022","checking","Debit","521372","Active","1/19/2026"
"1784734129               ","417763******8575","checking","Debit","417763","Active","5/9/2025"
"1784822643               ","521372******0086","checking","Debit","521372","Active","11/7/2018"
"1784890517               ","521372******2811","checking","Debit","521372","Active","10/6/2024"
"1785802594               ","521372******2070","checking","Debit","521372","Active","11/3/2019"
"1785884733               ","521372******4590","checking","Debit","521372","Active","11/26/2025"
"1786017036               ","521372******3589","checking","Debit","521372","Active","1/23/2024"
"1786183978               ","521372******7942","checking","Debit","521372","Active","5/16/2023"
"1786256626               ","417763******2517","checking","Debit","417763","Active","10/2/2025"
"1786560969               ","417763******6858","checking","Debit","417763","Active","6/29/2026"
"1786600831               ","521372******1412","checking","Debit","521372","Active","12/27/2025"
"1786797363               ","521372******7666","checking","Debit","521372","Active","3/27/2024"
"1786915254               ","417763******3274","checking","Debit","417763","Active","6/19/2026"
"1786987642               ","417763******4538","checking","Debit","417763","Active","6/23/2026"
"1787017019               ","521372******6782","checking","Debit","521372","Active","11/5/2024"
"1787116498               ","521372******1768","checking","Debit","521372","Active","5/26/2025"
"1787284593               ","417763******9194","checking","Debit","417763","Active","2/9/2025"
"1787316379               ","521372******2231","checking","Debit","521372","Active","4/16/2025"
"1787582202               ","521372******1763","checking","Debit","521372","Blocked","4/18/2024"
"1787617677               ","521372******5793","checking","Debit","521372","Active","10/9/2025"
"1787722964               ","521372******9615","checking","Debit","521372","Active","1/29/2026"
"1787839073               ","521372******4541","checking","Debit","521372","Active","3/14/2024"
"1787924933               ","521372******9586","checking","Debit","521372","Active","4/5/2025"
"1788015475               ","521372******1855","checking","Debit","521372","Active","3/3/2025"
"1788165015               ","417763******2059","checking","Debit","417763","Active","6/30/2026"
"1788601522               ","417763******6981","checking","Debit","417763","Active","9/13/2024"
"1788605127               ","521372******6212","checking","Debit","521372","Active","5/4/2021"
"1788804126               ","521372******9716","checking","Debit","521372","Active","1/12/2024"
"1788861548               ","521372******8293","checking","Debit","521372","Active","1/3/2026"
"1789007067               ","521372******4628","checking","Debit","521372","Active","8/20/2021"
"1789273313               ","521372******1780","checking","Debit","521372","Active","12/9/2018"
"1789347927               ","417763******8282","checking","Debit","417763","Active","2/16/2025"
"1789523527               ","417763******2921","checking","Debit","417763","Active","12/5/2024"
"1790163248               ","521372******5918","checking","Debit","521372","Active","1/10/2025"
"1790518334               ","521372******2912","checking","Debit","521372","Active","5/16/2019"
"1790765323               ","521372******9476","checking","Debit","521372","Active","8/24/2025"
"1790899080               ","521372******1747","checking","Debit","521372","Active","5/17/2024"
"1791173998               ","521372******4425","checking","Debit","521372","Active","12/25/2025"
"1791225574               ","521372******4365","checking","Debit","521372","Active","1/7/2019"
"1791288630               ","521372******7408","checking","Debit","521372","Active","9/17/2025"
"1791922956               ","521372******9244","checking","Debit","521372","Active","3/8/2025"
"1791999376               ","417763******7315","checking","Debit","417763","Active","6/23/2026"
"1792123208               ","521372******9057","checking","Debit","521372","Active","4/2/2024"
"1792141036               ","521372******7799","checking","Debit","521372","Active","12/5/2025"
"1792266098               ","521372******1912","checking","Debit","521372","Active","12/21/2025"
"1792697730               ","521372******4447","checking","Debit","521372","Active","8/28/2025"
"1792738724               ","417763******0876","checking","Debit","417763","Active","12/24/2024"
"1792947523               ","521372******6053","checking","Debit","521372","Active","3/24/2024"
"1793004340               ","417763******5652","checking","Debit","417763","Active","9/23/2024"
"1793091099               ","521372******3771","checking","Debit","521372","Active","8/2/2019"
"1793430081               ","521372******7321","checking","Debit","521372","Active","7/27/2025"
"1793461722               ","417763******1638","checking","Debit","417763","Active","1/30/2025"
"1794113884               ","521372******5418","checking","Debit","521372","Active","10/7/2025"
"1794219764               ","521372******6689","checking","Debit","521372","Active","4/13/2024"
"1794490704               ","521372******7297","checking","Debit","521372","Active","11/27/2025"
"1794552099               ","521372******6143","checking","Debit","521372","Active","12/21/2025"
"1794635142               ","521372******6623","checking","Debit","521372","Active","9/21/2025"
"1794692705               ","417763******1713","checking","Debit","417763","Active","8/15/2024"
"1794747483               ","521372******0811","checking","Debit","521372","Active","5/9/2024"
"1794761534               ","521372******1815","checking","Debit","521372","Active","9/18/2025"
"1794998821               ","521372******7845","checking","Debit","521372","Active","5/10/2025"
"1795010139               ","521372******0210","checking","Debit","521372","Active","5/8/2024"
"1795214384               ","521372******2941","checking","Debit","521372","Active","9/1/2025"
"1795386463               ","521372******4204","checking","Debit","521372","Active","9/7/2025"
"1795591872               ","521372******0970","checking","Debit","521372","Active","10/14/2025"
"1796000964               ","417763******5667","checking","Debit","417763","Active","6/14/2026"
"1796023453               ","521372******3090","checking","Debit","521372","Active","1/23/2026"
"1796343281               ","521372******3441","checking","Debit","521372","Active","6/7/2024"
"1796507943               ","521372******5363","checking","Debit","521372","Active","1/23/2024"
"1797070735               ","521372******3601","checking","Debit","521372","Active","3/3/2025"
"1797119672               ","521372******4083","checking","Debit","521372","Active","3/4/2024"
"1797148366               ","521372******4076","checking","Debit","521372","Active","1/16/2026"
"1797488325               ","521372******6024","checking","Debit","521372","Active","7/29/2025"
"1797491766               ","521372******1756","checking","Debit","521372","Active","10/25/2025"
"1797871793               ","521372******4737","checking","Debit","521372","Active","1/10/2025"
"1797935275               ","521372******3244","checking","Debit","521372","Active","7/9/2025"
"1798089791               ","521372******7706","checking","Debit","521372","Active","10/26/2025"
"1798095830               ","521372******6919","checking","Debit","521372","Active","8/26/2024"
"1798143598               ","521372******1469","checking","Debit","521372","Active","4/5/2024"
"1798288336               ","521372******0155","checking","Debit","521372","Active","4/2/2025"
"1798630214               ","521372******6008","checking","Debit","521372","Active","10/14/2025"
"1798698831               ","417763******0162","checking","Debit","417763","Active","2/28/2025"
"1799126493               ","521372******7095","checking","Debit","521372","Active","10/12/2023"
"1799136575               ","521372******5919","checking","Debit","521372","Active","1/17/2026"
"1799542632               ","521372******6468","checking","Debit","521372","Active","10/1/2025"
"1799664923               ","521372******3547","checking","Debit","521372","Active","4/12/2024"
"1799685282               ","521372******8354","checking","Debit","521372","Active","9/30/2025"
"1799697766               ","521372******1481","checking","Debit","521372","Active","4/29/2024"
"1799709371               ","521372******2886","checking","Debit","521372","Active","11/16/2025"
"1800387613               ","521372******0007","checking","Debit","521372","Active","3/6/2018"
"1800510214               ","521372******7288","checking","Debit","521372","Active","1/19/2026"
"1800868687               ","521372******2545","checking","Debit","521372","Active","9/25/2025"
"1801257641               ","521372******8065","checking","Debit","521372","Active","4/20/2024"
"1801271626               ","417763******2821","checking","Debit","417763","Active","1/30/2025"
"1801324003               ","417763******3942","checking","Debit","417763","Active","6/6/2026"
"1801396449               ","417763******5015","checking","Debit","417763","Active","12/24/2024"
"1801468339               ","521372******9160","checking","Debit","521372","Active","1/4/2024"
"1801770015               ","521372******4269","checking","Debit","521372","Active","8/28/2019"
"1801911825               ","521372******9161","checking","Debit","521372","Active","3/20/2024"
"1802090199               ","417763******2668","checking","Debit","417763","Active","1/19/2026"
"1802465995               ","521372******2747","checking","Debit","521372","Active","7/19/2021"
"1802753721               ","417763******4654","checking","Debit","417763","Active","2/1/2025"
"1802833937               ","417763******4277","checking","Debit","417763","Blocked","7/9/2026"
"1803255601               ","521372******8346","checking","Debit","521372","Active","10/27/2021"
"1803322542               ","521372******6623","checking","Debit","521372","Active","5/17/2019"
"1803686433               ","521372******7443","checking","Debit","521372","Active","11/24/2025"
"1803699238               ","521372******9308","checking","Debit","521372","Active","10/30/2024"
"1804021176               ","521372******0635","checking","Debit","521372","Active","3/12/2024"
"1804433157               ","521372******4755","checking","Debit","521372","Active","7/15/2025"
"1804863312               ","521372******1446","checking","Debit","521372","Active","10/1/2025"
"1805383559               ","521372******8911","checking","Debit","521372","Active","12/31/2025"
"1805398953               ","521372******6056","checking","Debit","521372","Blocked","2/15/2026"
"1805709381               ","417763******6998","checking","Debit","417763","Active","7/26/2025"
"1805975784               ","417763******3943","checking","Debit","417763","Active","3/27/2025"
"1805980214               ","521372******0411","checking","Debit","521372","Active","5/19/2024"
"1806101091               ","521372******0463","checking","Debit","521372","Active","3/30/2024"
"1806292544               ","521372******0534","checking","Debit","521372","Active","11/10/2023"
"1806446009               ","417763******6694","checking","Debit","417763","Active","9/9/2024"
"1806535769               ","521372******6596","checking","Debit","521372","Active","5/14/2024"
"1806723985               ","521372******9206","checking","Debit","521372","Active","11/10/2025"
"1806780209               ","521372******3493","checking","Debit","521372","Active","10/15/2025"
"1806853592               ","521372******5680","checking","Debit","521372","Active","5/7/2021"
"1806877815               ","521372******2376","checking","Debit","521372","Active","8/11/2021"
"1806994347               ","521372******5750","checking","Debit","521372","Active","5/11/2025"
"1807012990               ","521372******8337","checking","Debit","521372","Active","12/23/2020"
"1807114838               ","521372******4701","checking","Debit","521372","Active","9/29/2025"
"1807199870               ","521372******7951","checking","Debit","521372","Active","7/17/2020"
"1807273121               ","521372******5641","checking","Debit","521372","Active","1/11/2026"
"1807473762               ","521372******4224","checking","Debit","521372","Active","4/3/2025"
"1807540222               ","521372******6590","checking","Debit","521372","Active","8/25/2025"
"1807540362               ","521372******0546","checking","Debit","521372","Active","8/20/2021"
"1807623291               ","417763******9674","checking","Debit","417763","Active","1/15/2025"
"1807646540               ","521372******9721","checking","Debit","521372","Active","5/10/2019"
"1807747603               ","521372******7096","checking","Debit","521372","Active","3/30/2025"
"1807968167               ","521372******1544","checking","Debit","521372","Blocked","6/12/2025"
"1808045486               ","521372******3170","checking","Debit","521372","Active","1/21/2026"
"1808241325               ","521372******0333","checking","Debit","521372","Active","12/17/2025"
"1808244519               ","521372******6693","checking","Debit","521372","Active","11/10/2024"
"1808762247               ","521372******1511","checking","Debit","521372","Active","6/25/2021"
"1808997116               ","417763******5545","checking","Debit","417763","Active","9/4/2025"
"1809018193               ","417763******2873","checking","Debit","417763","Active","5/31/2025"
"1809257999               ","521372******5714","checking","Debit","521372","Active","3/27/2024"
"1809296658               ","521372******7840","checking","Debit","521372","Active","12/24/2025"
"1809426305               ","521372******3733","checking","Debit","521372","Active","4/24/2025"
"1809697798               ","521372******2316","checking","Debit","521372","Active","11/19/2025"
"1809800459               ","417763******9267","checking","Debit","417763","Active","6/16/2026"
"1809915109               ","417763******0064","checking","Debit","417763","Active","8/30/2024"
"1809967712               ","417763******2974","checking","Debit","417763","Active","4/12/2025"
"1810062339               ","417763******6650","checking","Debit","417763","Active","11/10/2025"
"1810139202               ","521372******0408","checking","Debit","521372","Blocked","3/23/2024"
"1810173201               ","417763******0387","checking","Debit","417763","Active","10/18/2025"
"1810330256               ","521372******1779","checking","Debit","521372","Active","10/12/2024"
"1810406734               ","521372******3427","checking","Debit","521372","Active","2/7/2024"
"1810486926               ","521372******6048","checking","Debit","521372","Active","6/1/2024"
"1810600773               ","521372******2999","checking","Debit","521372","Active","12/24/2025"
"1810771137               ","521372******1954","checking","Debit","521372","Blocked","11/29/2025"
"1810961720               ","417763******5232","checking","Debit","417763","Active","8/21/2025"
"1811652104               ","521372******4271","checking","Debit","521372","Active","1/26/2024"
"1811777513               ","417763******1314","checking","Debit","417763","Active","8/15/2025"
"1811804499               ","521372******9967","checking","Debit","521372","Active","9/20/2022"
"1811825502               ","521372******1971","checking","Debit","521372","Active","3/27/2024"
"1812028783               ","417763******4589","checking","Debit","417763","Active","2/21/2025"
"1812302279               ","521372******7997","checking","Debit","521372","Active","8/28/2025"
"1812422168               ","521372******4585","checking","Debit","521372","Active","1/9/2024"
"1812983508               ","521372******6830","checking","Debit","521372","Active","12/10/2025"
"1813164231               ","521372******2243","checking","Debit","521372","Active","5/3/2018"
"1813257944               ","521372******4693","checking","Debit","521372","Active","11/24/2025"
"1813481973               ","521372******2783","checking","Debit","521372","Active","10/10/2024"
"1813699483               ","521372******1284","checking","Debit","521372","Active","3/25/2025"
"1814064091               ","417763******4100","checking","Debit","417763","Active","9/5/2025"
"1814101364               ","521372******4060","checking","Debit","521372","Active","3/11/2025"
"1814205462               ","417763******3269","checking","Debit","417763","Active","12/20/2025"
"1814414502               ","521372******2286","checking","Debit","521372","Active","12/1/2025"
"1814447452               ","521372******6912","checking","Debit","521372","Active","9/3/2025"
"1814460406               ","417763******4140","checking","Debit","417763","Active","11/15/2025"
"1814857585               ","521372******9432","checking","Debit","521372","Active","5/24/2025"
"1814938369               ","417763******3472","checking","Debit","417763","Active","6/13/2026"
"1815250889               ","521372******3563","checking","Debit","521372","Blocked","3/5/2024"
"1815422801               ","521372******1937","checking","Debit","521372","Active","9/11/2025"
"1815462013               ","521372******9778","checking","Debit","521372","Active","11/5/2025"
"1815483050               ","521372******4383","checking","Debit","521372","Active","6/18/2023"
"1815525595               ","521372******9371","checking","Debit","521372","Active","1/30/2026"
"1815562572               ","521372******0984","checking","Debit","521372","Active","4/17/2024"
"1815580053               ","521372******9317","checking","Debit","521372","Active","8/24/2025"
"1815711641               ","521372******0871","checking","Debit","521372","Active","12/31/2025"
"1815822752               ","521372******7226","checking","Debit","521372","Active","6/1/2023"
"1816012254               ","521372******1908","checking","Debit","521372","Active","1/30/2026"
"1816205718               ","521372******2716","checking","Debit","521372","Active","10/9/2019"
"1816635443               ","521372******3553","checking","Debit","521372","Blocked","1/9/2024"
"1816911307               ","417763******2400","checking","Debit","417763","Active","10/25/2025"
"1817096264               ","521372******1194","checking","Debit","521372","Active","10/13/2024"
"1817159955               ","521372******6982","checking","Debit","521372","Active","1/31/2020"
"1817357252               ","521372******1259","checking","Debit","521372","Active","1/22/2026"
"1817981069               ","521372******7663","checking","Debit","521372","Active","3/10/2025"
"1818070037               ","521372******6166","checking","Debit","521372","Active","5/14/2025"
"1818243048               ","521372******1670","checking","Debit","521372","Active","12/31/2025"
"1818343632               ","521372******4957","checking","Debit","521372","Active","5/12/2025"
"1818954073               ","417763******5113","checking","Debit","417763","Active","12/26/2025"
"1819343946               ","521372******2032","checking","Debit","521372","Active","12/31/2025"
"1819883594               ","417763******6681","checking","Debit","417763","Active","6/21/2025"
"1820234795               ","521372******5961","checking","Debit","521372","Active","4/4/2024"
"1820304192               ","521372******0360","checking","Debit","521372","Active","1/7/2024"
"1821257282               ","521372******1940","checking","Debit","521372","Active","10/12/2022"
"1821298930               ","521372******7241","checking","Debit","521372","Active","11/18/2025"
"1821565809               ","521372******0988","checking","Debit","521372","Active","12/1/2025"
"1821715321               ","521372******3921","checking","Debit","521372","Active","11/25/2025"
"1821745302               ","521372******4485","checking","Debit","521372","Active","8/18/2025"
"1821926969               ","417763******9587","checking","Debit","417763","Active","12/21/2024"
